CASE_NO|ECLI|NAME
554/24||Pending Case, Poland / Commission (Annulation rétroactive de mesures provisoires) (C-554/24 P)
555/24||Pending Case, Medel and others / Council (C-555/24 P)
556/24||Pending Case, Deutsche Bank and BHW Bausparkasse / ECB (C-556/24 P)
557/24||Pending Case, Malacalza Investimenti and Malacalza / ECB (C-557/24 P)
558/24||Pending Case, Corendon Airlines (Report de vol annoncé à l’avance) (C-558/24)
559/24|ECLI:EU:C:2025:446|Removed from the register on 26 May 2025, V AG (C-559/24)
560/24||Pending Case, Besthame (C-560/24)
561/24|ECLI:EU:C:2025:423|Removed from the register on 26 May 2025, Volkswagen (C-561/24)
562/24||Pending Case, Munik (C-562/24)
563/24||Pending Case, PB Vi Goods (C-563/24)
564/24||Pending Case, Eisenberger Gerüstbau (C-564/24)
565/24||Pending Case, P-GmbH & Co. KG (Voyages-café) (C-565/24)
566/24||Pending Case, Helpfind Recovery (C-566/24)
567/24||Pending Case, Svema Trade (C-567/24)
568/24||Pending Case, Sof Medica (C-568/24)
569/24|ECLI:EU:C:2024:945|Removed from the register on 21 October 2024, Lagardère / Commission (C-569/24 P(R))
570/24||Pending Case, Ecoserv (C-570/24)
571/24||Pending Case, Kreis Bergstraße (C-571/24)
572/24||Pending Case, VEB.RF / Council (C-572/24 P)
573/24|ECLI:EU:C:2025:747|Judgment of 2 October 2025, NiZzA (C-573/24, Publié au Recueil numérique)
574/24||Pending Case, Flutter Entertainment (C-574/24 P)
575/24||Pending Case, Vodovody a kanalizace Přerov (C-575/24)
576/24|ECLI:EU:C:2025:793|Judgment of 16 October 2025, TO / AUEA (C-576/24 P)
577/24|ECLI:EU:C:2025:10|Order of 8 January 2025, Peikko Group / EUIPO (C-577/24 P)
578/24|ECLI:EU:C:2025:74|Order of 3 February 2025, Sophienwald / EUIPO (C-578/24 P)
579/24||Pending Case, Austro-Mechana and AKM (C-579/24)
580/24||Pending Case, PB / CRU (C-580/24)
581/24||Pending Case, Commission / Spain (C-581/24)
582/24||Pending Case, PB / CRU (C-582/24 P)
583/24||Pending Case, Tagu (C-583/24)
584/24||Pending Case, Council / Pumpyanskiy (C-584/24 P)
585/24||Pending Case, Council / Volkskreditbank (C-585/24 P)
586/24|ECLI:EU:C:2025:206|Order of 3 March 2025, Rabal (C-586/24 and C-605/24)
587/24||Pending Case, VOX and others (C-587/24)
588/24||Pending Case, Imballaggi Piemontesi (C-588/24)
589/24||Pending Case, Almirall (C-589/24)
590/24||Pending Case, AK Dlhopolec and others (C-590/24)
591/24||Pending Case, Golf Bulgaria (C-591/24)
592/24||Pending Case, Société Générale and others (Limitation de la consolidation fiscale) (C-592/24)
593/24|ECLI:EU:C:2024:968|Removed from the register on 5 November 2024, AirHelp Germany (C-593/24)
594/24||Pending Case, Commission / Italy (C-594/24)
595/24||Pending Case, Mazepin / Council (C-595/24 P)
596/24|ECLI:EU:C:2025:633|Removed from the register on 17 July 2025, Hama (C-596/24)
597/24||Pending Case, Zirvatta (C-597/24)
598/24||Pending Case, Gândul Media Network (C-598/24)
599/24|ECLI:EU:C:2024:877|Order of 4 October 2024, Accord Healthcare / Ferring Pharmaceuticals and Commission (C-599/24 P(I))
600/24||Pending Case, GD Partners (C-600/24)
601/24||Pending Case, Gotka (C-601/24)
602/24|ECLI:EU:C:2025:627|Judgment of 1 August 2025, W. (Exportation à l’insu de l’assujetti) (C-602/24, Publié au Recueil numérique)
603/24||Pending Case, Stellantis Portugal (C-603/24)
604/24||Pending Case, Farmakeio YZ & Sia (C-604/24)
605/24||Drałka (C-605/24) , see Case  C-586/24
606/24||Pending Case, Ministerul Finanţelor (Saisine de l’Înalta Curte) (C-606/24)
607/24|ECLI:EU:C:2025:78|Order of 11 February 2025, W.B. Studio / EUIPO (C-607/24 P)
608/24|ECLI:EU:C:2025:77|Order of 11 February 2025, W.B. Studio / EUIPO (C-608/24 P)
609/24|ECLI:EU:C:2025:583|Removed from the register on 3 July 2025, Volkswagen (C-609/24 and C-624/24)
610/24||Pending Case, Gurara (C-610/24)
611/24||Pending Case, Upravitelen savet na Balgarska narodna banka (Révocation d’un sous-gouverneur) (C-611/24)
612/24||Pending Case, Rashevsky / Council (C-612/24 P)
613/24||Pending Case, Commission / Portugal (Zones spéciales de conservation - Non-exécution d’un arrêt de la Cour) (C-613/24)
614/24|ECLI:EU:C:2025:103|Order of 13 February 2025, RS / EIB (C-614/24 P)
615/24||Pending Case, Ambito territoriale di caccia Ancona 2 (C-615/24)
616/24||Removed from the register on 30 January 2025, All Nippon Airways (C-616/24)
617/24||Pending Case, Siegfried PharmaChemikalien (C-617/24)
618/24||Pending Case, Isergartler (C-618/24)
619/24||Pending Case, Hauptzollamt Düsseldorf (Véhicule originaire de Russie) (C-619/24)
620/24|ECLI:EU:C:2025:136|Order of 25 February 2025, WebGroup Czech Republic / Commission (C-620/24 P(R), Publiée au Recueil numérique)
621/24||Pending Case, Landkreis Schweinfurt (C-621/24)
622/24||Pending Case, VT / Commission (Problèmes techniques lors d’un concours) (C-622/24 P)
623/24||Pending Case, UJ and others / Commission (Problèmes techniques perturbant un concours) (C-623/24 P)
624/24||Kohlgartner (C-624/24) , see Case  C-609/24
625/24|ECLI:EU:C:2025:683|Order of 4 September 2025, ClaimCompass (C-625/24)
626/24||Pending Case, PRAGON (C-626/24)
627/24||Pending Case, Bytedance / Commission (C-627/24 P)
628/24|ECLI:EU:C:2025:524|Judgment of 3 July 2025, Communauté d’Agglomération du Boulonnais / Commission (C-628/24 P)
629/24||Pending Case, Costa Crociere and others (C-629/24)
630/24||Pending Case, Commission / Italy (C-630/24)
631/24||Pending Case, Commission / Auken and others (C-631/24 P)
632/24|ECLI:EU:C:2025:70|Order of 4 February 2025, Commission / Courtois and others (C-632/24 P-R, Publiée au Recueil numérique)
632/24||Pending Case, Commission / Courtois and others (C-632/24 P)
633/24||Pending Case, Sovisso (C-633/24)
634/24||Pending Case, Gusteikus (C-634/24)
635/24||Pending Case, Makhlouf / Council (C-635/24 P)
636/24||Pending Case, Makhlouf / Council (C-636/24 P)
637/24||Pending Case, Mhana / Council (C-637/24 P)
638/24||Removed from the register on 30 September 2025, EUCAP Sahel Niger / Montanari (C-638/24 P)
639/24||Pending Case, FLO VENEER (C-639/24)
640/24|ECLI:EU:C:2025:391|Order of 2 May 2025, Giannaro (C-640/24)
641/24||Pending Case, Hungary / Commission (C-641/24 P)
642/24||Pending Case, Commission / Germany (C-642/24)
643/24||Pending Case, Manuel Costa Filhos (C-643/24)
644/24||Pending Case, CRU / CreditPlus Bank (C-644/24 P)
645/24||Pending Case, CRU / Banco Credibom (C-645/24 P)
646/24||Pending Case, Commission / Bulgaria (Directive exigences en matière d’accessibilité applicables aux produits and services) (C-646/24)
647/24||Pending Case, CRU / Société générale and others (C-647/24 P)
648/24||Pending Case, CRU / Confédération nationale du Crédit mutuel and others (C-648/24 P)
649/24||Pending Case, CRU / BPCE and others (C-649/24 P)
650/24||Pending Case, CRU / Banque postale (C-650/24 P)
651/24||Pending Case, CRU / Crédit agricole and others (C-651/24 P)
652/24||Pending Case, CRU / BNP Paribas (C-652/24 P)
653/24||Pending Case, Regione Emilia-Romagna (C-653/24)
654/24||Pending Case, Bariello (C-654/24)
655/24||Pending Case, Latranov (C-655/24)
656/24|ECLI:EU:C:2025:314|Order of 28 April 2025, Prefettura di Bari and ANAC (C-656/24)
657/24||Pending Case, Kyberg Pharma (C-657/24)
658/24||Pending Case, Penny Market (C-658/24)
659/24|ECLI:EU:C:2025:796|Judgment of 16 October 2025, A-GmbH & Co. KG (Importations de certaines parties de bicyclettes) (C-659/24)
660/24||Pending Case, Commission / Hungary (C-660/24)
661/24||Pending Case, Académie Fiscale and others (C-661/24)
662/24||Pending Case, Commission / Belgium (Déduction des rentes alimentaires II) (C-662/24)
663/24||Pending Case, Streamz and others (C-663/24)
664/24||Pending Case, Hypo Vorarlberg Bank (C-664/24)
665/24||Pending Case, Staatssecretaris Jeugd, Preventie en Sport (Cigarettes électroniques) (C-665/24)
666/24||Pending Case, Asociación Catalana de Víctimas de Organizaciones Terroristas (ACVOT) (C-666/24)
667/24||Pending Case, AMCO (C-667/24)
668/24||Pending Case, Fondazione Teatro alla Scala di Milano (C-668/24)
669/24||Pending Case, Verbraucherzentrale Bundesverband (C-669/24)
670/24||Pending Case, Mead Johnson Nutrition (Asia Pacific) and others / Commission (C-670/24 P)
671/24||Pending Case, BAWAG P.S.K. / CRU (C-671/24 P)
672/24||Pending Case, Deutsche Pfandbriefbank / CRU (C-672/24 P)
673/24||Pending Case, Hamburger Sparkasse / CRU (C-673/24 P)
674/24||Pending Case, Landesbank Berlin / CRU (C-674/24 P)
675/24||Pending Case, Stadtsparkasse Düsseldorf / CRU (C-675/24 P)
676/24||Pending Case, Sparkasse Hannover / CRU (C-676/24 P)
677/24||Pending Case, Sparkasse KölnBonn / CRU (C-677/24 P)
678/24||Pending Case, UniCredit Bank / CRU (C-678/24 P)
679/24||Pending Case, UniCredit Bank and Momentum Credit (C-679/24)
680/24||Pending Case, WizzAir Hungary (C-680/24)
681/24||Pending Case, Commission / Czech Republic (C-681/24)
682/24||Pending Case, CRU / Hypo Vorarlberg Bank (C-682/24 P)
683/24||Pending Case, Spielerschutz Sigma (C-683/24)
684/24||Pending Case, Across Fiduciaria e a. (C-684/24)
685/24||Pending Case, Unione Fiduciaria e a. (C-685/24)
686/24|ECLI:EU:C:2025:448|Order of 10 June 2025, Nidec Asi and Ceisis (C-686/24)
687/24|ECLI:EU:C:2025:543|Order of 3 July 2025, C.B.S.-2009 (C-687/24 and C-688/24)
688/24||C.B.S.-2009 (C-688/24) , see Case  C-687/24
689/24||Pending Case, CRU / Raiffeisen Bank International (C-689/24 P)
690/24||Pending Case, CRU / Landesbank Baden-Württemberg (C-690/24 P)
691/24||Pending Case, CRU / Landesbank Baden-Württemberg (C-691/24 P)
692/24||Pending Case, CRU / DZ Hyp (C-692/24 P)
693/24||Pending Case, CRU / Deutsche Kreditbank (C-693/24 P)
694/24||Pending Case, CRU / DZ Bank (C-694/24 P)
695/24||Pending Case, CRU / Deutsche Bank (C-695/24 P)
696/24||Pending Case, CRU / Bayerische Landesbank (C-696/24 P)
697/24||Pending Case, CRU / Landesbank Hessen-Thüringen Girozentrale (C-697/24 P)
698/24||Pending Case, CRU / BHW Bausparkasse (C-698/24 P)
699/24|ECLI:EU:C:2025:278|Removed from the register on 1 April 2025, Kołama (C-699/24)
700/24|ECLI:EU:C:2025:227|Order of 26 March 2025, QI / Commission (C-700/24 P)
701/24||Pending Case, Gandutta (C-701/24)
702/24||Pending Case, CRU / Nordea Bank (C-702/24 P)
703/24||Pending Case, CRU / Nordea Kiinnitysluottopankki (C-703/24 P)
704/24||Pending Case, CRU / Nordea Rahoitus Suomi (C-704/24 P)
705/24||Pending Case, CRU / BAWAG P.S.K. (C-705/24)
706/24||Pending Case, CRU / UniCredit Bank (C-706/24)
707/24||Pending Case, CRU / Deutsche Pfandbriefbank (C-707/24)
708/24||Pending Case, CRU / Donner & Reuschel (C-708/24 P)
709/24||Pending Case, CRU / Kreissparkasse Köln (C-709/24 P)
710/24||Pending Case, CRU / Landesbank Berlin (C-710/24 P)
711/24||Pending Case, CRU / Sparkasse Hannover (C-711/24 P)
712/24||Pending Case, CRU / Stadtsparkasse Düsseldorf (C-712/24 P)
713/24||Pending Case, CRU / Hamburger Sparkasse (C-713/24 P)
714/24||Pending Case, CRU / Sparkasse Essen (C-714/24 P)
715/24||Pending Case, CRU / Sparkasse KölnBonn (C-715/24 P)
716/24||Pending Case, Ponner (C-716/24)
717/24||Pending Case, Sociálna poisťovňa (Pension de retraite d’un mineur de fond) (C-717/24)
718/24||Pending Case, Aleb (C-718/24)
719/24|ECLI:EU:C:2025:390|Removed from the register on 30 April 2025, Miasto stołeczne Warszawa and others (C-719/24)
720/24|ECLI:EU:C:2025:205|Order of 21 March 2025, Nuctech Warsaw Company Limited and InsTech Netherlands / Commission (C-720/24 P(R))
721/24||Pending Case, Vista-Life Pharma and Vista-Life Pharma Belgium (C-721/24)
722/24||Pending Case, Elektro bizness (C-722/24)
723/24||Pending Case, CRU / Volkskreditbank (C-723/24 P)
724/24||Pending Case, CRU / Schelhammer Capital Bank (C-724/24 P)
725/24||Pending Case, CRU / Erste Group Bank (C-725/24)
726/24||Pending Case, CRU / Erste Bank der österreichischen Sparkassen (C-726/24)
727/24||Pending Case, CRU / Steiermärkische Bank und Sparkasse (C-727/24 P)
728/24||Pending Case, CRU / Dornbirner Sparkasse Bank (C-728/24 P)
729/24||Pending Case, CRU / Sparkasse Niederösterreich Mitte West (C-729/24)
730/24||Pending Case, CRU / Tiroler Sparkasse (C-730/24 P)
731/24||Pending Case, CRU / Kärntner Sparkasse (C-731/24 P)
732/24||Pending Case, CRU / Erste Bank der österreichischen Sparkassen (C-732/24 P)
733/24||Pending Case, CRU / Sparkasse Oberösterreich Bank (C-733/24 P)
734/24||Pending Case, CRU / Hypo-Bank Burgenland (C-734/24 P)
735/24||Pending Case, CRU / Crédit agricole and others (C-735/24 P)
736/24||Pending Case, CRU / BPCE and others (C-736/24 P)
737/24||Pending Case, CRU / Société générale and SG Option Europe (C-737/24 P)
738/24||Pending Case, CRU / Banque postale (C-738/24 P)
739/24||Pending Case, CRU / Confédération nationale du Crédit mutuel and others (C-739/24 P)
740/24||Pending Case, CRU / BNP Paribas (C-740/24 P)
741/24||Pending Case, CRU / Dexia (C-741/24 P)
742/24||Pending Case, Havvitt (C-742/24)
743/24|ECLI:EU:C:2025:230|Judgment of 3 April 2025, Alchaster II (C-743/24, Publié au Recueil numérique)
744/24||Pending Case, Bank Polska Kasa Opieki (C-744/24)
745/24||Pending Case, GLOBUS Handelshof (C-745/24)
746/24||Pending Case, Gryczara (C-746/24)
747/24|ECLI:EU:C:2025:100|Removed from the register on 11 February 2025, Drocha (C-747/24)
748/24||Pending Case, Kotaňák (C-748/24)
749/24|ECLI:EU:C:2025:163|Removed from the register on 20 February 2025, Van Ratingen (C-749/24)
750/24|ECLI:EU:C:2025:784|Removed from the register on 26 September 2025, Ortera (C-750/24)
751/24|ECLI:EU:C:2025:753|Order of 1 October 2025, Gebrüder Weiss (C-751/24)
752/24||Pending Case, Jangielak (C-752/24)
753/24||Pending Case, Rzepacz (C-753/24)
754/24||Pending Case, Fachverband Eisenhüttenschlacken / Commission (C-754/24 P)
755/24||Pending Case, Finanzmarktaufsichtsbehörde (C-755/24)
756/24||Pending Case, Jelgavas autobusu parks (C-756/24)
757/24||Pending Case, Gemeinde Wien (C-757/24)
758/24|ECLI:EU:C:2025:591|Judgment of 1 August 2025, Alace (C-758/24  and C-759/24, Publié au Recueil numérique)
759/24||Canpelli (C-759/24) , see Case  C-758/24
760/24||Pending Case, Sharif / Council (C-760/24 P)
761/24||Pending Case, AXA Bank Belgium and others (C-761/24)
762/24||Pending Case, Conserve Italia and Conserves France / Commission (C-762/24 P)
763/24|ECLI:EU:C:2025:783|Removed from the register on 26 September 2025, Mibone (C-763/24)
764/24|ECLI:EU:C:2025:780|Removed from the register on 26 September 2025, Capurteli         (C-764/24)
765/24||Pending Case, Dietmed (C-765/24)
766/24|ECLI:EU:C:2025:135|Order of 26 February 2025, Eisaggelia Protodikon Peiraia (C-766/24, Publiée au Recueil numérique)
767/24||Pending Case, Kuszycka (C-767/24)
768/24||Pending Case, Hortis (C-768/24)
769/24||Pending Case, OT / Council (C-769/24 P)
770/24||Pending Case, DB InfraGO and DB RegioNetz Infrastruktur (C-770/24)
771/24||Pending Case, Fédération belge du stationnement and Interparking (C-771/24)
772/24|ECLI:EU:C:2025:629|Judgment of 1 August 2025, Interfel (C-772/24, Publié au Recueil numérique)
773/24||Pending Case, A. bankas (C-773/24)
774/24|ECLI:EU:C:2025:190|Order of 14 March 2025, Eurosemillas / OCVV (C-774/24 P)
775/24|ECLI:EU:C:2025:169|Order of 6 March 2025, Dekoback / EUIPO (C-775/24 P)
776/24||Pending Case, Bopuis (C-776/24)
777/24||Removed from the register on 1 April 2025, Nicolescu and others / Council (C-777/24 P)
778/24||Pending Case, Council / Hypo Vorarlberg Bank (C-778/24 P)
779/24||Pending Case, Al-Assad / Council (C-779/24 P)
780/24||Pending Case, Leusi (C-780/24)
781/24||Pending Case, Vensaro (C-781/24)
782/24||Pending Case, Ceperti (C-782/24)
783/24|ECLI:EU:C:2025:810|Removed from the register on 3 October 2025, Vertelsa (C-783/24)
784/24||Pending Case, Pasecco (C-784/24)
785/24||Pending Case, Vitrandi (C-785/24)
786/24||Pending Case, Trestemi (C-786/24)
787/24||Pending Case, CRU / Hypo Vorarlberg Bank (C-787/24)
788/24||Pending Case, Anne Frank Fonds (C-788/24)
789/24||Pending Case, IMG / Commission (C-789/24 P)
790/24||Pending Case, IMG / Commission (C-790/24 P)
791/24||Pending Case, TERVE Production (C-791/24)
792/24||Pending Case, Bourbon Marine & Logistics (C-792/24)
793/24||Pending Case, Kesaev / Council (C-793/24 P)
794/24||Removed from the register on 13 December 2024, Santander Bank Polska (C-794/24)
795/24||Pending Case, Kozitsyn / Council (C-795/24 P)
796/24||Pending Case, Instituut voor bedrijfsjuristen (C-796/24)
797/24||Pending Case, Čurilla (C-797/24)
798/24||Pending Case, Jautiva (C-798/24)
799/24||Pending Case, Babcock Montajes (C-799/24)
800/24|ECLI:EU:C:2025:425|Order of 5 June 2025, Tertianum Services / EUIPO (C-800/24 P)
801/24||Pending Case, NSD / Council (C-801/24 P)
802/24||Pending Case, Reibel (C-802/24)
803/24||Pending Case, Romcab and RTZ & Partners (C-803/24)
804/24|ECLI:EU:C:2025:450|Order of 12 June 2025, Polynt / ECHA (C-804/24 P)
805/24|ECLI:EU:C:2025:792|Judgment of 16 October 2025, Timchenko and Timchenko / Council (C-805/24 P)
806/24||Pending Case, YETTEL BULGARIA (C-806/24)
807/24||Pending Case, Blue Style (C-807/24)
808/24||Pending Case, Zálečta (C-808/24)
809/24||Pending Case, Trenitalia (C-809/24)
810/24||Pending Case, Urban Vision (C-810/24)
811/24||Pending Case, Pescheria Il Granchio Blu (C-811/24)
812/24||Pending Case, LIPOR and PreZero Portugal (C-812/24)
813/24||Pending Case, Smartflats (C-813/24)
814/24||Pending Case, Alexion Pharma Germany (C-814/24)
815/24|ECLI:EU:C:2025:451|Order of 12 June 2025, Diamond Resorts Europe (C-815/24)
816/24||Pending Case, Belaruskali / Council (C-816/24 P)
817/24||Pending Case, Golovaty / Council (C-817/24)
818/24||Pending Case, Belarusian Potash Company / Council (C-818/24 P)
819/24||Pending Case, Qualcomm / Commission (C-819/24 P)
820/24||Pending Case, VG Wort (Bénéficiaire des services fournis par une société de gestion collective) (C-820/24)
821/24||Pending Case, A1 Bulgaria (C-821/24)
822/24||Pending Case, bluechip (C-822/24)
823/24|ECLI:EU:C:2025:584|Order of 10 July 2025, Centro Servizi Culturali Santa Chiara (C-823/24)
824/24||Pending Case, Commission / Belgium (Garantie d’achèvement des vendeurs and entrepreneurs non agréés) (C-824/24)
825/24||Pending Case, JMIB Holdings (C-825/24)
826/24||Pending Case, Commission / Google and Alphabet (C-826/24 P)
827/24|ECLI:EU:C:2025:679|Order of 2 September 2025, Direct Line Inox Impex and others (C-827/24)
828/24||Pending Case, Erdrich Umformtechnik (C-828/24)
829/24||Pending Case, Commission / Hungary (Protection contre l’ingérence politique étrangère) (C-829/24)
830/24||Pending Case, Trivium Packaging Italy (C-830/24)
831/24||Pending Case, Machski (C-831/24)
832/24||Removed from the register on 30 April 2025, Satel Film (C-832/24 to C-834/24)
833/24||Satel Film (C-833/24) , see Case  C-832/24
